ID (hex),DLC,Data (hex),ASCII,Adjusted_Time
541,8,C5 AA 00 3F E1 54 00 00,...?.T..,15:52:35.704
50A,4,00 01 00 00,....,15:52:35.707
11B,5,00 40 84 00 E0,.@...,15:52:35.708
21E,8,00 00 00 00 00 00 00 00,........,15:52:35.709
108,1,1,.,15:52:35.709
411,8,00 00 10 00 00 00 00 00,........,15:52:35.710
541,8,C6 6A 00 3E DD 54 00 00,.j.>.T..,15:52:35.714
108,1,1,.,15:52:35.715
410,1,0,.,15:52:35.716
208,8,00 00 00 00 00 00 00 00,........,15:52:35.717
23E,5,70 00 80 80 00,p....,15:52:35.718
20E,4,00 02 07 02,....,15:52:35.718
21E,8,00 00 00 00 00 00 00 00,........,15:52:35.719
407,1,5,.,15:52:35.720
209,6,50 20 05 00 80 00,P ....,15:52:35.722
219,2,00 00,..,15:52:35.723
229,8,10 02 ED 70 0C 6D 20 32,...p.m 2,15:52:35.724
409,1,0,.,15:52:35.724
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:35.725
108,1,1,.,15:52:35.726
238,8,07 00 00 C0 00 00 00 00,........,15:52:35.727
509,4,00 00 00 00,....,15:52:35.727
240,8,62 64 00 00 00 00 00 00,bd......,15:52:35.728
21E,8,00 00 00 00 00 00 00 00,........,15:52:35.729
50E,2,0A 00,..,15:52:35.730
541,8,C7 6A 00 3D B9 54 00 00,.j.=.T..,15:52:35.731
239,8,10 02 ED 70 0C C4 20 32,...p.. 2,15:52:35.732
541,8,98 6A 00 3B D1 54 00 00,.j.,15:52:35.734
21A,2,00 00,..,15:52:35.737
108,1,1,.,15:52:35.737
223,2,55 55,UU,15:52:35.738
21E,8,00 00 00 00 00 00 00 00,........,15:52:35.739
20F,8,FF 01 04 00 00 3E C3 16,.....>..,15:52:35.743
541,8,39 00 00 00 08 00 00 00,9.......,15:52:35.744
214,7,00 00 7F 7F 41 14 FF,..A..,15:52:35.745
290,8,01 B8 EF 54 3B 0A 00 00,...T,15:52:35.746
304,7,4B 8B 01 00 FF 82 04,K......,15:52:35.747
108,1,1,.,15:52:35.747
228,8,00 00 00 00 00 00 00 00,........,15:52:35.748
21E,8,00 00 00 00 00 00 00 00,........,15:52:35.749
404,1,1,.,15:52:35.750
50A,4,00 01 00 00,....,15:52:35.750
292,8,40 21 00 00 00 00 40 A9,@!....@.,15:52:35.754
541,8,7A 1C 00 3E 05 00 00 00,z..>....,15:52:35.755
408,1,4,.,15:52:35.756
108,1,1,.,15:52:35.758
21E,8,00 00 00 00 00 00 00 00,........,15:52:35.759
509,4,00 00 00 00,....,15:52:35.762
541,8,BB EA FF 00 00 00 00 00,........,15:52:35.764
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:35.765
108,1,1,.,15:52:35.765
308,8,00 A7 2D 13 1C 32 00 20,..-..2. ,15:52:35.766
218,8,00 00 C0 00 B2 4A 33 00,.....J3.,15:52:35.767
203,8,50 22 00 93 00 01 57 FF,"P""....W.",15:52:35.768
213,4,02 01 90 00,....,15:52:35.769
21E,8,00 00 00 00 00 00 00 00,........,15:52:35.770
234,2,00 00,..,15:52:35.771
23E,5,70 00 80 80 00,p....,15:52:35.771
403,1,0B,.,15:52:35.772
541,8,0C 00 06 00 00 00 00 00,........,15:52:35.774
230,8,01 00 00 00 00 00 00 00,........,15:52:35.777
108,1,1,.,15:52:35.777
22A,8,10 02 ED 70 0D 3E 20 32,...p.> 2,15:52:35.778
21E,8,00 00 00 00 00 00 00 00,........,15:52:35.779
20D,2,50 03,P.,15:52:35.783
40B,1,0,.,15:52:35.783
541,8,0D 3B 01 00 00 00 00 00,.,15:52:35.784
108,1,1,.,15:52:35.785
248,8,10 00 00 06 00 FF FF 00,........,15:52:35.786
20A,6,50 20 05 00 80 00,P ....,15:52:35.787
23A,8,10 02 ED 70 0C E8 20 32,...p.. 2,15:52:35.788
21E,8,00 00 00 00 00 00 00 00,........,15:52:35.789
40A,1,0,.,15:52:35.790
50A,4,00 01 00 00,....,15:52:35.790
50B,2,0A 00,..,15:52:35.791
541,8,2E 9C A2 09 00 00 00 00,........,15:52:35.794
290,8,00 04 A0 00 6A 90 00 00,....j...,15:52:35.795
108,1,1,.,15:52:35.797
21E,8,00 00 00 00 00 00 00 00,........,15:52:35.799
509,4,00 00 00 00,....,15:52:35.802
541,8,A0 2A 00 02 00 00 00 00,.*......,15:52:35.804
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:35.805
11B,5,00 40 94 00 F0,.@...,15:52:35.807
11B,5,00 40 94 00 F0,.@...,15:52:35.808
108,1,1,.,15:52:35.808
21E,8,00 00 00 00 00 00 00 00,........,15:52:35.809
22E,8,01 50 FF FF 00 00 00 00,.P......,15:52:35.810
240,8,62 64 00 00 00 00 00 00,bd......,15:52:35.811
411,8,00 00 10 00 00 00 00 00,........,15:52:35.812
541,8,91 26 00 01 00 00 00 00,.&......,15:52:35.814
108,1,1,.,15:52:35.815
410,1,10,.,15:52:35.816
208,8,00 00 00 00 00 00 00 00,........,15:52:35.817
23E,5,70 00 80 80 00,p....,15:52:35.818
20E,4,00 02 07 02,....,15:52:35.819
21E,8,00 00 00 00 00 00 00 00,........,15:52:35.819
407,1,0,.,15:52:35.820
209,6,50 20 05 00 80 00,P ....,15:52:35.822
219,2,00 00,..,15:52:35.823
229,8,10 02 ED 70 0C 6E 20 32,...p.n 2,15:52:35.824
409,1,0,.,15:52:35.824
50E,2,0A 00,..,15:52:35.825
541,8,72 AA 08 3C 8D 0D 00 00,r..<....,15:52:35.826
108,1,1,.,15:52:35.826
238,8,07 00 00 C0 00 00 00 00,........,15:52:35.827
50A,4,00 01 00 00,....,15:52:35.828
21E,8,00 00 00 00 00 00 00 00,........,15:52:35.829
258,2,00 00,..,15:52:35.830
239,8,10 02 ED 70 0C C5 20 32,...p.. 2,15:52:35.832
541,8,A3 AA 0C 3C 99 0C 00 00,...<....,15:52:35.834
108,1,1,.,15:52:35.837
21A,2,00 00,..,15:52:35.837
223,2,55 55,UU,15:52:35.838
21E,8,00 00 00 00 00 00 00 00,........,15:52:35.839
319,4,02 00 00 08,....,15:52:35.839
509,4,00 00 00 00,....,15:52:35.842
20F,8,FF 01 04 00 00 3E D3 26,.....>.&,15:52:35.843
541,8,94 AA 87 3F C5 34 A6 02,...?.4..,15:52:35.844
214,7,00 00 7F 7F 41 14 FF,..A..,15:52:35.845
290,8,01 B8 1F 55 3B 14 00 00,...U,15:52:35.846
108,1,1,.,15:52:35.846
304,7,4B 8B 01 00 FF 82 04,K......,15:52:35.847
228,8,00 00 00 00 00 00 00 00,........,15:52:35.848
21E,8,00 00 00 00 00 00 00 00,........,15:52:35.849
356,8,11 00 00 00 00 00 00 00,........,15:52:35.850
404,1,1,.,15:52:35.851
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:35.852
292,8,40 21 00 00 00 00 50 64,@!....Pd,15:52:35.854
541,8,C5 EA 00 3F E1 54 00 00,...?.T..,15:52:35.855
408,1,4,.,15:52:35.856
108,1,1,.,15:52:35.857
21E,8,00 00 00 00 00 00 00 00,........,15:52:35.859
541,8,C6 6A 00 3E DD 54 00 00,.j.>.T..,15:52:35.864
108,1,1,.,15:52:35.865
218,8,00 00 C0 00 B2 4A 33 00,.....J3.,15:52:35.866
50A,4,00 01 00 00,....,15:52:35.867
203,8,50 22 00 93 00 01 57 FF,"P""....W.",15:52:35.868
213,4,02 01 90 00,....,15:52:35.869
21E,8,00 00 00 00 00 00 00 00,........,15:52:35.870
234,2,00 00,..,15:52:35.870
23E,5,70 00 80 80 00,p....,15:52:35.871
403,1,1,.,15:52:35.872
541,8,C7 6A 00 3D B9 54 00 00,.j.=.T..,15:52:35.874
230,8,02 00 00 00 00 00 00 00,........,15:52:35.877
108,1,1,.,15:52:35.877
21E,8,00 00 00 00 00 00 00 00,........,15:52:35.879
509,4,00 00 00 00,....,15:52:35.882
20D,2,50 03,P.,15:52:35.883
40B,1,0A,.,15:52:35.883
541,8,98 6A 00 3B D1 54 00 00,.j.,15:52:35.884
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:35.885
108,1,1,.,15:52:35.886
248,8,10 00 00 06 00 FF FF 00,........,15:52:35.887
20A,6,50 20 05 00 80 00,P ....,15:52:35.887
240,8,62 64 00 00 00 00 00 00,bd......,15:52:35.888
21E,8,00 00 00 00 00 00 00 00,........,15:52:35.889
40A,1,0,.,15:52:35.890
50B,2,0A 00,..,15:52:35.890
541,8,39 00 00 00 08 00 00 00,9.......,15:52:35.894
290,8,00 04 A0 00 6A 90 00 00,....j...,15:52:35.895
108,1,1,.,15:52:35.896
22A,8,10 02 ED 70 0D 3D 20 32,...p.= 2,15:52:35.897
21E,8,00 00 00 00 00 00 00 00,........,15:52:35.899
541,8,7A 1C 00 40 05 00 00 00,z..@....,15:52:35.904
23A,8,10 02 ED 70 0C E8 20 32,...p.. 2,15:52:35.907
11B,5,00 40 A4 00 00,.@...,15:52:35.908
108,1,1,.,15:52:35.909
21E,8,00 00 00 00 00 00 00 00,........,15:52:35.910
411,8,00 00 10 00 00 00 00 00,........,15:52:35.911
50A,4,00 01 00 00,....,15:52:35.911
541,8,BB EA FF 00 00 00 00 00,........,15:52:35.914
108,1,1,.,15:52:35.916
410,1,20, ,15:52:35.917
208,8,00 00 00 00 00 00 00 00,........,15:52:35.918
20E,4,00 02 07 02,....,15:52:35.918
21E,8,00 00 00 00 00 00 00 00,........,15:52:35.919
23E,5,70 00 80 80 00,p....,15:52:35.920
407,1,0,.,15:52:35.921
51E,8,00 00 00 00 07 01 00 01,........,15:52:35.922
209,6,50 20 05 00 80 00,P ....,15:52:35.922
219,2,00 00,..,15:52:35.923
229,8,10 02 ED 70 0C 6D 20 32,...p.m 2,15:52:35.924
409,1,0,.,15:52:35.924
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:35.925
108,1,1,.,15:52:35.926
238,8,07 00 00 C0 00 00 00 00,........,15:52:35.927
509,4,00 00 00 00,....,15:52:35.928
50E,2,0A 00,..,15:52:35.928
21E,8,00 00 00 00 00 00 00 00,........,15:52:35.929
541,8,0C 00 06 00 00 00 00 00,........,15:52:35.930
239,8,10 02 ED 70 0C C4 20 32,...p.. 2,15:52:35.932
541,8,0D 3B 01 00 00 00 00 00,.,15:52:35.934
21A,2,00 00,..,15:52:35.937
108,1,1,.,15:52:35.937
223,2,55 55,UU,15:52:35.938
21E,8,00 00 00 00 00 00 00 00,........,15:52:35.939
20F,8,FF 01 04 00 00 3E E3 36,.....>.6,15:52:35.943
541,8,2E 9C A2 09 00 00 00 00,........,15:52:35.944
290,8,01 B8 FF 54 3B 19 00 00,...T,15:52:35.945
214,7,00 00 7F 7F 41 14 FF,..A..,15:52:35.946
304,7,4B 8B 01 00 FF 82 04,K......,15:52:35.947
108,1,1,.,15:52:35.947
228,8,00 00 00 00 00 00 00 00,........,15:52:35.948
21E,8,00 00 00 00 00 00 00 00,........,15:52:35.949
404,1,0B,.,15:52:35.950
50A,4,00 01 00 00,....,15:52:35.950
3000000000,8,01 04 00 00 00 00 C0 B1,........,15:52:35.954
292,8,40 21 00 00 00 00 60 2E,@!....`.,15:52:35.955
541,8,A0 2A 00 02 00 00 00 00,.*......,15:52:35.956
408,1,4,.,15:52:35.956
108,1,1,.,15:52:35.958
21E,8,00 00 00 00 00 00 00 00,........,15:52:35.959
509,4,00 00 00 00,....,15:52:35.962
541,8,91 26 00 01 00 00 00 00,.&......,15:52:35.964
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:35.965
108,1,1,.,15:52:35.965
218,8,00 00 C0 00 B2 4A 33 00,.....J3.,15:52:35.966
203,8,50 22 00 93 00 01 57 FF,"P""....W.",15:52:35.968
213,4,02 01 90 00,....,15:52:35.969
21E,8,00 00 00 00 00 00 00 00,........,15:52:35.970
234,2,00 00,..,15:52:35.970
23E,5,70 00 80 80 00,p....,15:52:35.971
240,8,62 64 00 00 00 00 00 00,bd......,15:52:35.972
303,6,FF 3F 1F 1F 0F FF,.?....,15:52:35.973
403,1,1,.,15:52:35.973
523,8,00 00 00 00 1A 04 00 22,".......""",15:52:35.974
541,8,82 6A 07 3C 89 0D 00 00,.j.<....,15:52:35.975
230,8,00 00 00 00 00 00 00 00,........,15:52:35.977
108,1,1,.,15:52:35.977
21E,8,00 00 00 00 00 00 00 00,........,15:52:35.979
20D,2,50 03,P.,15:52:35.983
40B,1,0,.,15:52:35.983
541,8,B3 2A 0C 3D 99 0C 00 00,.*.=....,15:52:35.984
108,1,1,.,15:52:35.985
248,8,10 00 00 06 00 FF FF 00,........,15:52:35.986
20A,6,50 20 05 00 80 00,P ....,15:52:35.987
30A,2,00 00,..,15:52:35.988
21E,8,00 00 00 00 00 00 00 00,........,15:52:35.989
40A,1,0,.,15:52:35.989
50A,4,00 01 00 00,....,15:52:35.990
50B,2,0A 00,..,15:52:35.991
51A,8,00 00 00 00 12 02 00 0E,........,15:52:35.992
541,8,A4 AA 87 3F BD F4 A5 02,...?....,15:52:35.994
290,8,00 04 A0 00 6A 90 00 00,....j...,15:52:35.995
108,1,1,.,15:52:35.997
21E,8,00 00 00 00 00 00 00 00,........,15:52:35.999
509,4,00 00 00 00,....,15:52:36.002
541,8,C5 EA 00 3F E1 54 00 00,...?.T..,15:52:36.004
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:36.005
11B,5,00 40 B4 00 10,.@...,15:52:36.006
108,1,1,.,15:52:36.007
3AA,8,C7 81 72 2B 6E 00 00 00,..r+n...,15:52:36.008
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.009
22E,8,01 50 FF FF 00 00 00 00,.P......,15:52:36.010
411,8,00 00 10 00 00 00 00 00,........,15:52:36.011
541,8,C6 6A 00 3E DD 54 00 00,.j.>.T..,15:52:36.014
108,1,1,.,15:52:36.015
410,1,30,0,15:52:36.016
208,8,00 00 00 00 00 00 00 00,........,15:52:36.017
22A,8,10 02 ED 70 0D 3D 20 32,...p.= 2,15:52:36.018
23E,5,70 00 80 80 00,p....,15:52:36.018
20E,4,00 02 07 02,....,15:52:36.019
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.020
407,1,0,.,15:52:36.020
209,6,50 20 05 00 80 00,P ....,15:52:36.022
219,2,00 00,..,15:52:36.023
229,8,10 02 ED 70 0C 6D 20 32,...p.m 2,15:52:36.024
409,1,0,.,15:52:36.024
50E,2,0A 00,..,15:52:36.025
541,8,C7 6A 00 3D B9 54 00 00,.j.=.T..,15:52:36.026
108,1,1,.,15:52:36.027
238,8,07 00 00 C0 00 00 00 00,........,15:52:36.028
23A,8,10 02 ED 70 0C E8 20 32,...p.. 2,15:52:36.029
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.030
50A,4,00 01 00 00,....,15:52:36.030
239,8,10 02 ED 70 0C C4 20 32,...p.. 2,15:52:36.032
541,8,98 6A 00 3B D1 54 00 00,.j.,15:52:36.034
108,1,1,.,15:52:36.037
21A,2,00 00,..,15:52:36.037
223,2,55 55,UU,15:52:36.038
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.039
509,4,00 00 00 00,....,15:52:36.042
20F,8,FF 01 04 00 00 3E F3 46,.....>.F,15:52:36.043
541,8,39 00 00 00 08 00 00 00,9.......,15:52:36.044
290,8,01 B8 FF 54 3B 13 00 00,...T,15:52:36.045
214,7,00 00 7F 7F 41 14 FF,..A..,15:52:36.046
228,8,00 00 00 00 00 00 00 00,........,15:52:36.047
108,1,1,.,15:52:36.047
240,8,62 64 00 00 00 00 00 00,bd......,15:52:36.048
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.049
304,7,4B 8B 01 00 FF 82 04,K......,15:52:36.050
404,1,1,.,15:52:36.051
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:36.052
292,8,40 21 00 00 00 00 70 E3,@!....p.,15:52:36.054
541,8,7A 1C 00 40 05 00 00 00,z..@....,15:52:36.055
408,1,4,.,15:52:36.056
108,1,1,.,15:52:36.058
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.059
541,8,AB EA FF 00 00 00 00 00,........,15:52:36.064
218,8,00 00 C0 00 B2 4A 33 00,.....J3.,15:52:36.066
108,1,1,.,15:52:36.066
50A,4,00 01 00 00,....,15:52:36.067
203,8,50 22 00 93 00 01 57 FF,"P""....W.",15:52:36.068
213,4,02 01 90 00,....,15:52:36.069
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.070
234,2,00 00,..,15:52:36.070
23E,5,70 00 80 80 00,p....,15:52:36.071
403,1,1,.,15:52:36.072
541,8,0C 00 06 00 00 00 00 00,........,15:52:36.074
230,8,01 00 00 00 00 00 00 00,........,15:52:36.077
108,1,1,.,15:52:36.078
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.079
509,4,00 00 00 00,....,15:52:36.082
20D,2,50 03,P.,15:52:36.083
40B,1,0,.,15:52:36.083
541,8,0D 3B 01 00 00 00 00 00,.,15:52:36.084
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:36.085
108,1,1,.,15:52:36.086
248,8,10 00 00 06 00 FF FF 00,........,15:52:36.087
20A,6,50 20 05 00 80 00,P ....,15:52:36.088
40A,1,0A,.,15:52:36.088
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.089
50B,2,0A 00,..,15:52:36.090
541,8,2E 9C A4 09 00 00 00 00,........,15:52:36.094
290,8,00 04 A0 00 6A 90 00 00,....j...,15:52:36.095
108,1,1,.,15:52:36.097
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.099
541,8,A0 2A 00 02 00 00 00 00,.*......,15:52:36.104
11B,5,00 40 C4 00 20,.@.. ,15:52:36.107
11B,5,00 40 C4 00 20,.@.. ,15:52:36.108
50A,4,00 01 00 00,....,15:52:36.108
108,1,1,.,15:52:36.109
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.110
411,8,00 00 10 00 00 00 00 00,........,15:52:36.111
541,8,91 26 00 01 00 00 00 00,.&......,15:52:36.114
108,1,1,.,15:52:36.115
410,1,40,@,15:52:36.116
208,8,00 00 00 00 00 00 00 00,........,15:52:36.117
23E,5,70 00 80 80 00,p....,15:52:36.118
20E,4,00 02 07 02,....,15:52:36.119
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.120
407,1,0,.,15:52:36.120
209,6,50 20 05 00 80 00,P ....,15:52:36.122
219,2,00 00,..,15:52:36.123
229,8,10 02 ED 70 0C 6D 20 32,...p.m 2,15:52:36.124
309,2,00 00,..,15:52:36.124
409,1,0,.,15:52:36.125
108,1,1,.,15:52:36.125
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:36.126
238,8,07 00 00 C0 00 00 00 00,........,15:52:36.127
240,8,62 64 00 00 00 00 00 00,bd......,15:52:36.128
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.129
509,4,00 00 00 00,....,15:52:36.130
50E,2,0A 00,..,15:52:36.130
519,8,00 00 00 00 12 02 00 0E,........,15:52:36.131
541,8,72 6A 07 3C A1 0D 00 00,rj.<....,15:52:36.132
239,8,10 02 ED 70 0C C5 20 32,...p.. 2,15:52:36.133
541,8,A3 2A 0D 3D 99 0C 00 00,.*.=....,15:52:36.134
108,1,1,.,15:52:36.135
21A,2,00 00,..,15:52:36.137
22A,8,10 02 ED 70 0D 3D 20 32,...p.= 2,15:52:36.138
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.139
223,2,55 55,UU,15:52:36.140
38F,2,01 FF,..,15:52:36.140
20F,8,FF 01 04 00 00 3E 03 56,.....>.V,15:52:36.143
541,8,94 6A 87 3F BD F4 A5 02,.j.?....,15:52:36.144
290,8,01 B8 EF 54 3B 1D 00 00,...T,15:52:36.145
214,7,00 00 7F 7F 41 14 FF,..A..,15:52:36.146
304,7,4B 8B 01 00 FF 82 04,K......,15:52:36.147
228,8,00 00 00 00 00 00 00 00,........,15:52:36.148
23A,8,10 02 ED 70 0C E9 20 32,...p.. 2,15:52:36.149
108,1,1,.,15:52:36.149
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.150
404,1,1,.,15:52:36.151
50A,4,00 01 00 00,....,15:52:36.151
292,8,40 21 00 00 00 00 80 9C,@!......,15:52:36.154
541,8,B5 EA 00 3F E1 54 00 00,...?.T..,15:52:36.155
408,1,4,.,15:52:36.155
108,1,1,.,15:52:36.157
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.159
509,4,00 00 00 00,....,15:52:36.162
541,8,C6 6A 00 3E D5 54 00 00,.j.>.T..,15:52:36.164
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:36.165
108,1,1,.,15:52:36.166
218,8,00 00 C0 00 B2 4A 33 00,.....J3.,15:52:36.167
203,8,50 22 00 93 00 01 57 FF,"P""....W.",15:52:36.168
213,4,02 01 90 00,....,15:52:36.169
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.170
234,2,00 00,..,15:52:36.170
23E,5,70 00 80 80 00,p....,15:52:36.171
403,1,1,.,15:52:36.172
541,8,B7 6A 00 3D B9 54 00 00,.j.=.T..,15:52:36.174
230,8,02 00 00 00 00 00 00 00,........,15:52:36.177
108,1,1,.,15:52:36.178
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.179
30F,1,1,.,15:52:36.179
57F,8,05 10 37 5B A9 00 07 01,..7[....,15:52:36.180
20D,2,50 03,P.,15:52:36.183
40B,1,0,.,15:52:36.183
541,8,98 6A 00 3B D5 54 00 00,.j.,15:52:36.184
108,1,1,.,15:52:36.185
248,8,10 00 00 06 00 FF FF 00,........,15:52:36.186
20A,6,50 20 05 00 80 00,P ....,15:52:36.187
40A,1,0,.,15:52:36.188
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.189
50A,4,00 01 00 00,....,15:52:36.190
50B,2,0A 00,..,15:52:36.190
541,8,39 00 00 00 08 00 00 00,9.......,15:52:36.194
290,8,00 04 A0 00 6A 90 00 00,....j...,15:52:36.195
108,1,1,.,15:52:36.197
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.199
509,4,00 00 00 00,....,15:52:36.202
541,8,7A 1C 00 40 05 00 00 00,z..@....,15:52:36.204
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:36.205
11B,5,00 40 D4 00 30,.@..0,15:52:36.208
240,8,62 64 00 00 00 00 00 00,bd......,15:52:36.209
108,1,1,.,15:52:36.209
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.210
22E,8,01 50 FF FF 00 00 00 00,.P......,15:52:36.211
411,8,00 00 10 00 00 00 00 00,........,15:52:36.212
541,8,AB EA FF 00 00 00 00 00,........,15:52:36.214
108,1,1,.,15:52:36.216
410,1,50,P,15:52:36.217
208,8,00 00 00 00 00 00 00 00,........,15:52:36.218
23E,5,70 00 80 80 00,p....,15:52:36.218
20E,4,00 02 07 02,....,15:52:36.219
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.220
407,1,5,.,15:52:36.221
209,6,50 20 05 00 80 00,P ....,15:52:36.222
219,2,00 00,..,15:52:36.223
229,8,10 02 ED 70 0C 6D 20 32,...p.m 2,15:52:36.224
409,1,0A,.,15:52:36.224
50E,2,0A 00,..,15:52:36.225
108,1,1,.,15:52:36.225
541,8,0C 00 06 00 00 00 00 00,........,15:52:36.226
238,8,07 00 00 C0 00 00 00 00,........,15:52:36.227
50A,4,00 01 00 00,....,15:52:36.228
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.229
239,8,10 02 ED 70 0C C4 20 32,...p.. 2,15:52:36.232
541,8,0D 3B 01 00 00 00 00 00,.,15:52:36.234
108,1,1,.,15:52:36.237
21A,2,00 00,..,15:52:36.237
223,2,55 55,UU,15:52:36.238
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.239
509,4,00 00 00 00,....,15:52:36.242
20F,8,FF 01 04 00 00 3E 13 66,.....>.f,15:52:36.243
541,8,2E 9C A4 09 00 00 00 00,........,15:52:36.244
290,8,01 B8 EF 54 3B 1C 00 00,...T,15:52:36.245
214,7,00 00 7F 7F 41 14 FF,..A..,15:52:36.246
228,8,00 00 00 00 00 00 00 00,........,15:52:36.247
108,1,1,.,15:52:36.247
304,7,4B 8B 01 00 FF 82 04,K......,15:52:36.248
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.249
404,1,1,.,15:52:36.250
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:36.251
292,8,40 21 00 00 00 00 90 51,@!.....Q,15:52:36.254
541,8,B0 2A 00 02 00 00 00 00,.*......,15:52:36.255
408,1,5,.,15:52:36.256
22A,8,10 02 ED 70 0D 3D 20 32,...p.= 2,15:52:36.258
108,1,1,.,15:52:36.258
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.259
541,8,91 26 00 01 00 00 00 00,.&......,15:52:36.264
108,1,1,.,15:52:36.267
218,8,00 00 C0 00 B2 4A 33 00,.....J3.,15:52:36.268
203,8,50 22 00 93 00 01 57 FF,"P""....W.",15:52:36.269
213,4,02 01 90 00,....,15:52:36.269
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.270
234,2,00 00,..,15:52:36.271
23A,8,10 02 ED 70 0C E9 20 32,...p.. 2,15:52:36.272
23E,5,70 00 80 80 00,p....,15:52:36.273
403,1,0B,.,15:52:36.273
50A,4,00 01 00 00,....,15:52:36.274
541,8,72 EA 08 3C 89 0D 00 00,r..<....,15:52:36.275
230,8,00 00 00 00 00 00 00 00,........,15:52:36.277
108,1,1,.,15:52:36.278
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.279
509,4,00 00 00 00,....,15:52:36.282
20D,2,50 03,P.,15:52:36.283
40B,1,0,.,15:52:36.284
50D,8,00 20 04 09 06 00 00 03,. ......,15:52:36.284
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:36.285
108,1,1,.,15:52:36.286
541,8,A3 AA 0C 3D 95 0C 00 00,...=....,15:52:36.287
20A,6,50 20 05 00 80 00,P ....,15:52:36.288
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.289
240,8,62 64 00 00 00 00 00 00,bd......,15:52:36.290
248,8,10 00 00 06 00 FF FF 00,........,15:52:36.291
40A,1,0,.,15:52:36.291
50B,2,0A 00,..,15:52:36.292
512,8,0A 86 02 C5 B9 96 55 AC,......U.,15:52:36.293
513,8,0A 86 02 C5 B9 96 55 AC,......U.,15:52:36.293
290,8,00 04 A0 00 6A 90 00 00,....j...,15:52:36.294
541,8,94 EA 86 3F BD F4 A5 02,...?....,15:52:36.295
108,1,1,.,15:52:36.296
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.299
541,8,B5 EA 00 3F E1 54 00 00,...?.T..,15:52:36.304
11B,5,00 40 E4 00 40,.@..@,15:52:36.306
50A,4,00 01 00 00,....,15:52:36.307
108,1,1,.,15:52:36.308
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.309
411,8,00 00 10 00 00 00 00 00,........,15:52:36.310
541,8,C6 6A 00 3E DD 54 00 00,.j.>.T..,15:52:36.314
108,1,1,.,15:52:36.315
410,1,60,`,15:52:36.316
208,8,00 00 00 00 00 00 00 00,........,15:52:36.317
23E,5,70 00 80 80 00,p....,15:52:36.318
20E,4,00 02 07 02,....,15:52:36.319
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.320
407,1,0,.,15:52:36.320
209,6,50 20 05 00 80 00,P ....,15:52:36.322
219,2,00 00,..,15:52:36.323
229,8,10 02 ED 70 0C 6D 20 32,...p.m 2,15:52:36.324
409,1,0,.,15:52:36.324
504,8,05 10 40 00 00 82 00 05,..@.....,15:52:36.325
108,1,1,.,15:52:36.326
509,4,00 00 00 00,....,15:52:36.326
50E,2,0A 00,..,15:52:36.327
238,8,07 00 00 C0 00 00 00 00,........,15:52:36.328
21E,8,00 00 00 00 00 00 00 00,........,15:52:36.329
